2000 80
43 30 27
29 0 5
37 29 31
41 21 17
19 21 39
4 32 23
2 4 3
11 33 13
39 15 18
11 21 11
48 43 17
33 44 13
11 6 4
30 13 31
36 20 3
1 36 2
15 40 17
20 2 40
46 7 33
35 2 34
17 23 45
20 4 17
30 16 24
27 47 13
18 2 17
4 30 16
47 21 33
33 41 7
26 20 41
34 38 20
34 5 22
34 43 14
44 47 15
31 41 26
20 10 20
1 28 20
3 33 35
46 2 9
2 1 22
35 43 40
2 21 9
28 15 13
5 43 31
13 1 32
17 24 41
13 39 15
22 3 1
1 43 40
23 19 25
33 28 13
37 16 33
20 19 47
17 4 34
16 12 14
3 38 12
11 42 8
8 15 25
6 46 15
45 46 42
7 19 20
11 41 31
34 11 3
47 38 0
27 32 34
30 45 12
27 18 38
44 46 6
37 8 22
6 2 44
3 12 22
16 32 11
22 26 26
40 11 5
15 41 3
11 4 6
45 25 4
47 32 18
25 13 22
25 25 41
46 18 42
31 42 42
14 24 21
22 22 24
46 38 22
16 20 32
18 24 15
32 20 23
43 3 34
21 9 32
36 29 27
23 46 22
14 4 35
10 28 47
30 10 33
41 2 48
32 25 27
48 14 7
23 0 42
39 17 37
26 44 6
15 2 31
11 23 30
7 19 22
39 11 17
34 10 39
34 5 0
40 44 18
1 2 28
45 5 46
16 32 18
46 26 3
22 25 5
46 23 20
3 3 34
40 12 44
12 9 30
37 33 27
4 23 23
47 0 20
39 2 14
44 27 18
6 30 46
37 30 26
35 20 25
47 28 5
10 32 5
3 23 13
36 6 22
23 22 26
23 5 29
19 39 15
31 15 11
3 9 10
47 29 44
44 1 17
23 37 13
41 13 38
46 25 18
47 7 17
38 9 17
48 23 3
46 11 3
9 17 9
25 6 19
39 34 43
39 46 11
7 47 9
9 32 42
15 38 19
16 13 7
34 47 9
6 37 29
15 18 35
39 6 25
15 24 40
37 19 15
14 14 14
5 34 0
9 5 29
35 32 16
6 27 41
36 2 25
7 28 22
4 13 33
43 7 44
40 38 6
5 42 46
9 8 28
24 4 11
17 10 45
1 38 34
17 4 27
11 47 27
33 1 24
7 4 12
25 22 30
12 42 20
14 47 39
17 25 41
33 10 12
26 40 48
37 44 45
16 41 46
9 27 25
7 38 25
33 37 9
32 5 36
47 45 12
28 12 36
41 23 34
1 26 22
22 5 8
21 9 4
0 44 37
15 24 10
48 48 9
46 18 33
25 3 42
46 22 20
30 38 9
24 24 23
15 35 28
11 44 29
36 27 23
35 26 15
17 11 36
43 21 21
47 12 16
39 11 17
38 41 31
1 4 13
9 5 14
29 44 38
24 14 8
22 14 15
39 32 26
6 45 4
19 29 44
24 23 29
43 8 7
46 45 16
3 38 26
21 0 30
18 9 25
10 40 2
14 23 1
42 20 11
32 42 7
35 19 21
8 9 26
3 48 7
4 1 2
1 26 1
32 0 1
2 13 43
42 46 31
19 40 22
48 29 40
46 8 32
39 8 38
17 21 30
43 48 27
16 41 23
41 20 25
26 23 9
37 9 18
2 36 46
4 37 9
43 0 48
42 17 26
2 21 48
20 31 21
8 0 37
47 46 25
8 17 1
20 7 35
16 29 39
16 14 22
48 6 3
25 30 47
34 42 48
18 42 2
31 13 45
8 10 20
9 7 48
43 5 34
11 11 19
41 7 28
45 8 39
36 38 24
21 45 19
1 7 46
42 9 27
15 4 14
12 27 40
36 18 41
28 17 14
28 4 46
11 5 41
42 0 32
44 14 37
16 17 30
25 36 27
30 35 32
40 31 13
34 5 17
27 30 10
15 44 43
22 0 42
39 39 23
5 22 6
10 1 11
2 46 9
13 6 40
19 16 40
19 6 8
18 10 12
37 48 31
36 38 31
6 35 30
42 20 23
19 28 10
13 27 45
13 34 7
40 11 38
14 27 2
17 37 17
11 39 2
32 48 30
13 25 38
33 21 9
27 1 36
20 33 22
34 38 0
23 4 6
41 25 14
10 2 43
45 31 7
6 47 21
33 45 32
2 4 26
17 0 29
12 34 41
3 22 37
16 34 0
6 13 27
15 46 12
39 2 9
3 36 19
6 2 37
28 32 35
20 13 27
35 28 38
34 31 5
25 9 20
44 42 32
37 21 18
45 36 34
7 28 30
7 9 34
16 4 23
15 33 2
8 48 21
39 38 26
43 38 31
30 48 14
26 35 19
25 46 15
4 45 11
37 29 11
46 27 30
28 16 7
0 40 17
30 27 32
46 26 1
23 7 26
0 12 10
31 22 26
26 22 4
27 35 3
27 45 34
5 0 42
44 37 47
31 46 21
15 8 25
26 32 14
18 23 23
40 25 44
16 2 39
22 10 12
41 30 35
30 26 12
31 8 48
26 33 2
45 27 3
12 33 32
37 22 22
14 47 42
12 3 14
11 28 30
34 34 37
40 19 18
41 27 0
13 22 44
33 1 24
39 19 33
18 19 0
43 8 18
18 1 0
11 42 7
38 4 43
46 22 6
31 4 16
26 47 4
32 5 48
48 20 33
14 26 24
17 8 48
42 44 6
16 2 28
16 19 20
26 19 29
29 30 20
28 28 12
7 15 27
39 47 15
24 6 30
37 15 36
18 30 4
13 41 27
4 4 41
12 39 13
24 7 39
12 48 17
28 7 8
38 1 20
39 39 23
20 14 28
18 22 38
8 25 41
7 9 28
38 34 47
19 16 27
7 12 9
2 8 29
36 0 43
25 40 17
25 1 39
6 44 6
14 9 36
21 19 18
0 5 36
8 18 34
14 48 33
28 4 38
4 44 33
26 32 43
43 26 23
0 12 24
1 5 8
5 33 29
1 2 39
43 15 2
9 27 7
8 7 42
42 7 16
17 15 22
43 3 11
10 17 7
21 6 18
23 21 3
30 34 26
22 8 8
46 42 40
24 4 20
34 39 45
14 9 22
5 24 3
36 22 47
27 38 46
5 8 33
32 1 18
8 19 8
14 2 31
27 25 25
17 35 30
5 6 15
32 1 24
16 39 39
39 7 25
38 45 28
41 29 28
6 19 0
34 10 25
41 36 11
17 35 45
6 14 12
28 14 12
15 30 42
0 48 13
35 9 36
47 39 4
5 45 36
41 36 10
19 29 21
44 15 25
43 17 11
24 37 8
3 37 32
48 25 47
17 9 0
24 20 0
9 21 23
27 43 2
17 8 30
4 43 15
23 9 33
47 27 12
30 19 29
33 22 31
22 48 18
14 30 48
38 24 20
6 27 7
37 47 9
45 27 17
33 28 40
11 16 0
6 10 14
11 17 7
8 43 29
16 10 47
25 45 44
29 38 45
27 19 48
10 37 29
38 10 33
42 23 17
19 37 33
39 2 37
3 3 42
24 35 1
17 42 3
48 38 32
30 47 25
47 48 17
9 30 1
34 13 40
7 3 6
20 3 36
41 3 37
12 41 44
6 34 40
20 17 13
10 21 19
27 3 43
23 1 26
21 47 33
2 47 10
14 21 31
31 38 44
21 23 41
8 48 26
17 15 26
6 6 30
37 24 14
36 14 43
33 27 36
3 11 3
30 16 9
29 8 36
41 23 23
1 8 32
13 39 48
31 44 7
40 42 7
34 22 36
12 9 29
38 33 40
6 23 46
3 36 41
6 26 47
43 15 7
32 11 36
26 12 42
9 18 24
17 19 44
5 25 44
38 20 22
9 25 7
1 36 26
20 11 3
33 6 31
29 17 1
23 43 39
39 17 3
34 25 42
15 33 6
5 42 45
35 24 36
46 36 4
44 19 39
47 5 19
24 40 39
17 40 19
11 41 3
45 37 47
37 47 44
37 45 4
2 13 9
9 35 42
37 9 36
6 6 42
38 10 10
42 30 31
19 33 48
35 40 7
45 2 29
6 27 0
43 5 25
14 14 42
4 20 16
22 10 45
40 10 39
43 22 15
22 48 24
21 9 7
24 13 47
8 11 27
45 30 36
32 37 35
12 15 7
7 42 34
42 46 35
18 10 31
19 43 2
42 15 39
17 37 48
39 9 39
6 1 18
2 18 29
11 14 28
18 13 48
14 42 11
8 14 7
45 38 24
6 32 27
7 13 19
38 48 12
7 4 15
1 4 34
38 10 28
46 37 16
23 15 2
0 14 3
48 18 18
35 9 39
40 38 30
6 11 2
33 13 33
26 22 21
1 38 48
18 47 36
45 9 45
16 44 41
16 28 26
26 39 48
32 18 30
26 32 38
2 22 32
15 27 11
36 4 9
26 30 7
21 33 6
42 9 22
3 42 46
31 27 17
15 37 45
23 34 20
2 45 14
22 37 16
23 34 31
47 19 26
26 32 2
10 29 13
10 0 37
33 23 34
45 28 29
7 11 37
6 16 13
46 34 47
28 29 23
7 46 47
39 44 24
39 2 45
6 20 37
40 20 46
10 38 10
34 11 35
25 19 30
45 21 27
40 33 1
8 31 41
17 37 7
41 27 22
19 42 15
8 0 33
40 40 22
20 18 39
40 28 3
2 48 1
28 12 43
22 1 8
8 10 6
45 34 43
10 22 33
30 17 19
41 23 44
32 14 0
38 46 47
23 12 38
41 47 22
16 5 21
43 28 6
9 18 3
3 27 22
33 5 2
47 32 17
35 10 42
12 30 9
1 13 40
29 13 28
48 32 38
13 2 9
18 4 47
14 19 37
35 19 42
29 9 39
0 40 23
38 21 28
35 28 5
35 5 32
28 47 7
47 43 8
48 0 24
9 18 13
3 18 37
0 10 17
36 44 7
12 11 22
42 44 8
6 11 20
8 46 46
11 4 13
28 35 22
14 4 36
25 6 8
16 33 13
19 13 0
7 12 13
35 22 36
48 16 24
12 24 43
33 30 6
42 30 19
48 12 42
1 32 9
46 48 29
2 34 34
7 28 48
16 37 48
5 2 3
44 39 9
45 27 2
33 21 16
39 0 37
36 26 18
23 47 0
20 30 3
38 36 28
31 36 3
35 8 25
24 2 13
28 24 41
25 3 23
25 48 39
4 33 5
25 26 26
15 18 12
23 4 8
2 23 19
17 42 42
32 26 0
16 32 11
29 32 20
37 19 41
39 16 23
36 24 43
24 10 44
27 23 6
40 30 2
15 15 22
30 19 32
6 19 24
47 33 12
21 48 43
15 44 24
23 1 40
30 17 38
4 33 37
39 18 8
30 9 5
18 18 10
30 25 27
23 31 28
35 46 36
38 29 15
11 9 37
7 37 22
44 9 17
26 45 23
45 34 1
32 39 32
35 32 17
8 7 47
46 6 26
24 23 38
30 8 5
13 25 36
23 38 38
23 42 8
0 33 28
8 29 16
44 39 17
26 11 44
10 13 40
37 11 32
22 44 46
27 37 5
5 11 41
32 6 6
14 22 0
29 26 5
32 22 45
12 48 0
1 25 19
34 35 39
2 15 31
8 4 12
20 21 3
48 26 12
25 23 29
36 13 9
23 28 45
4 47 48
33 5 21
3 27 27
6 6 24
0 30 20
32 47 6
37 29 36
15 6 24
10 5 22
11 31 29
9 38 14
37 46 40
10 21 3
28 41 13
36 0 40
37 32 11
23 42 2
47 11 27
17 48 25
47 14 39
26 20 40
36 28 17
41 12 0
7 35 33
43 32 5
27 1 2
16 25 31
40 20 48
13 17 34
0 7 34
10 25 28
10 2 11
21 48 33
10 44 3
6 45 8
33 16 18
2 23 14
5 17 42
48 19 11
46 30 18
35 7 32
17 9 1
43 0 43
16 11 7
20 36 39
25 30 14
22 7 28
24 28 19
46 15 33
41 20 32
42 17 38
37 12 3
0 47 34
31 11 13
22 48 12
48 7 22
19 47 29
27 14 4
0 33 15
47 0 2
8 8 8
34 4 47
43 43 15
32 42 39
5 46 45
39 1 40
35 29 0
32 10 20
30 36 44
27 19 33
37 35 45
12 15 21
6 38 29
10 35 29
10 6 33
26 10 35
13 40 18
5 24 44
31 28 2
22 35 27
46 31 19
48 1 16
18 21 26
48 23 47
33 10 30
22 31 16
47 34 12
29 11 14
39 41 20
21 9 42
46 39 21
29 5 44
2 30 32
37 38 3
33 24 47
17 38 14
46 24 0
28 34 34
36 48 20
15 12 21
25 20 42
0 32 14
5 40 36
12 35 37
37 22 11
20 37 14
41 43 28
13 16 8
26 28 6
36 36 12
11 8 40
17 26 13
47 8 15
28 25 22
4 29 14
19 22 47
47 1 14
20 2 19
9 26 12
8 24 15
18 18 34
9 20 35
0 40 36
33 38 25
13 42 40
39 13 35
34 15 0
22 39 6
38 33 20
13 3 45
34 37 12
7 9 46
45 38 31
31 1 25
2 21 45
32 17 21
28 21 46
28 5 25
5 44 2
4 14 23
33 35 42
33 24 44
21 30 47
27 22 1
1 21 30
47 20 30
8 46 40
7 8 8
11 16 47
10 38 16
46 10 3
9 2 9
16 33 48
43 11 41
7 28 31
45 0 2
37 16 27
0 0 27
41 36 3
14 21 34
0 6 14
18 48 22
17 20 0
28 11 38
35 17 17
22 15 31
39 13 45
18 26 42
32 14 25
43 4 48
36 30 18
4 22 27
20 13 43
4 11 46
24 46 4
43 18 23
28 29 6
19 46 38
5 48 28
39 14 43
16 18 17
41 13 40
24 20 40
16 4 19
0 18 37
47 46 1
24 12 22
6 28 0
45 10 14
42 48 5
1 28 19
30 39 6
13 17 0
31 2 35
48 3 14
0 5 4
20 25 37
4 29 3
2 47 12
46 5 29
11 46 26
2 46 20
29 14 41
0 24 46
31 9 13
30 36 32
17 27 29
42 6 12
6 43 20
27 6 11
24 20 17
41 28 34
38 28 47
3 9 20
22 40 46
41 46 15
43 37 16
29 18 31
39 23 4
21 35 3
34 17 45
6 44 6
26 5 11
14 14 21
41 30 1
7 36 7
36 46 31
45 29 16
4 15 7
0 33 26
43 48 47
2 36 13
44 1 2
0 28 39
8 36 9
36 28 21
0 19 25
36 10 30
13 14 9
38 38 7
48 22 15
36 13 7
39 36 48
25 1 25
30 27 14
18 41 19
33 8 30
45 11 16
2 43 0
14 11 47
45 32 18
19 20 43
0 3 34
21 43 26
41 19 22
38 6 17
40 9 47
36 0 33
4 28 18
21 7 21
12 13 0
46 44 12
33 32 12
8 30 48
13 30 16
0 23 47
37 39 11
47 2 22
7 19 27
42 6 33
11 25 24
41 10 25
18 28 44
36 26 0
10 14 12
47 26 29
48 27 18
45 2 13
8 9 43
36 28 31
3 30 15
15 8 44
2 44 5
17 12 20
1 27 19
16 0 17
10 18 22
15 26 33
7 41 28
24 14 10
13 17 39
30 21 18
19 1 29
5 47 34
36 8 16
3 29 39
5 2 41
21 32 19
32 12 30
22 38 38
42 24 0
12 45 32
44 7 46
25 9 26
37 28 45
11 22 26
22 44 45
26 17 30
37 6 7
48 15 15
5 14 43
9 16 7
2 26 38
25 46 10
27 41 45
5 14 6
12 14 43
13 23 32
32 48 15
1 10 14
36 24 2
44 34 43
24 16 20
29 24 35
26 7 44
11 33 29
5 11 29
46 45 6
39 36 4
5 20 13
13 36 10
21 10 47
12 41 43
23 34 13
39 2 13
20 40 18
6 20 1
13 16 40
5 1 34
42 22 33
12 26 39
45 34 32
44 32 29
19 26 24
40 7 26
33 7 23
11 47 43
24 35 45
19 41 21
32 7 46
47 32 45
15 2 33
26 46 34
6 33 13
43 15 5
21 24 22
13 6 20
10 36 44
21 32 15
10 48 40
10 5 31
10 8 7
40 0 42
26 36 29
19 6 42
38 20 0
30 4 5
20 4 26
39 46 29
1 40 37
9 34 8
32 37 21
44 27 39
0 13 1
23 36 40
0 33 9
30 0 33
16 42 36
32 17 19
46 38 45
47 36 10
29 16 36
22 25 38
42 43 33
35 37 21
24 12 42
26 4 11
31 37 30
3 19 15
23 25 36
43 8 34
48 45 22
25 30 33
9 17 20
23 37 15
10 31 17
25 37 5
7 15 39
0 25 6
24 22 46
32 29 30
38 26 20
35 0 48
17 18 13
16 41 13
1 45 22
4 33 33
2 0 9
20 0 28
45 25 36
31 41 47
20 17 23
40 2 9
34 40 7
5 37 28
47 5 48
24 48 40
31 27 40
47 32 6
42 2 8
27 29 41
2 32 17
12 43 6
11 1 8
36 8 29
41 15 13
6 18 36
25 10 2
48 48 30
4 46 47
30 40 16
27 34 17
35 21 33
13 47 32
41 31 23
46 9 9
48 43 11
17 23 12
24 12 6
30 6 42
19 16 14
3 22 1
19 6 8
40 14 18
14 24 47
32 25 37
16 22 45
27 22 14
11 2 10
47 42 29
30 31 36
8 41 47
27 47 47
31 8 43
43 8 33
30 39 44
5 31 19
23 26 32
42 17 3
34 8 20
19 42 26
16 42 41
30 4 2
33 27 21
38 42 21
5 6 24
24 2 21
11 48 19
29 33 15
38 38 46
2 40 36
29 30 3
41 29 34
48 45 37
1 44 17
31 17 5
10 42 22
48 16 17
14 9 22
37 0 22
21 11 2
17 21 42
47 14 17
3 41 24
46 36 18
3 21 39
30 27 9
25 32 25
38 48 10
19 23 16
13 44 27
26 38 18
40 25 19
0 48 33
4 45 42
43 33 41
28 26 7
18 48 7
46 14 35
27 32 31
27 7 46
5 46 35
34 35 31
22 21 12
20 20 18
9 42 28
17 24 1
8 26 10
16 19 35
35 38 6
42 9 9
22 31 31
6 6 16
34 41 23
31 37 5
24 48 16
38 36 15
9 2 25
8 24 6
34 25 2
45 28 4
40 13 11
45 23 0
30 33 16
34 8 43
22 38 29
34 35 14
26 25 29
44 46 19
46 32 41
31 29 19
1 20 6
14 14 5
12 37 37
23 30 29
46 38 14
12 45 0
12 40 45
6 37 16
29 7 0
4 5 36
23 16 4
40 9 23
48 46 39
42 34 29
1 24 1
38 16 31
28 42 35
9 46 16
40 36 13
10 10 47
1 21 11
27 34 10
15 26 16
30 28 6
43 10 38
40 6 39
30 0 6
4 7 29
14 25 23
45 10 30
9 2 26
4 47 39
21 43 37
32 32 0
19 36 9
4 33 24
31 45 2
6 34 37
2 0 1
1 19 42
10 21 43
27 21 2
34 45 19
39 44 16
46 8 47
32 26 0
9 28 23
14 11 11
42 0 30
35 31 30
23 13 3
37 32 8
20 31 16
22 18 1
26 8 24
9 16 36
12 27 20
26 17 14
12 16 42
2 31 13
48 30 38
38 28 5
13 3 7
42 25 12
29 46 44
43 8 11
31 4 9
26 30 2
3 46 20
3 32 11
15 43 41
1 12 43
9 45 15
45 28 3
29 35 40
31 24 12
19 27 44
34 15 8
8 41 20
24 7 4
15 30 15
3 36 24
45 48 5
34 0 20
21 23 18
40 20 13
17 25 24
18 2 40
29 33 24
12 43 13
26 15 48
44 23 3
23 40 39
21 7 18
