4000 300
22 13 13
23 25 34
43 11 6
44 6 10
11 29 15
26 39 33
34 43 39
47 2 8
10 17 43
29 48 19
36 32 31
11 37 18
14 2 46
31 20 41
1 42 48
21 3 7
26 44 7
42 28 38
29 24 12
14 42 24
13 1 6
20 12 38
17 0 46
26 5 18
44 49 39
0 22 29
41 4 48
28 38 37
36 37 40
14 34 15
6 20 32
42 14 20
23 33 40
15 37 10
8 48 34
13 14 11
27 13 17
13 19 29
30 42 0
49 15 47
33 27 9
42 23 17
42 42 48
25 12 19
20 46 11
8 11 36
43 49 32
33 49 26
31 15 6
4 38 6
21 10 26
11 31 28
48 9 7
45 24 12
36 27 8
23 22 26
34 44 48
28 31 8
35 16 24
48 22 29
29 31 16
33 35 26
7 8 12
29 21 21
32 41 35
1 40 33
40 49 19
45 29 16
35 13 26
30 44 48
24 31 15
49 35 43
10 31 23
33 14 27
10 8 19
27 18 33
3 14 17
40 25 4
45 21 17
3 16 11
44 31 7
18 34 20
18 22 39
48 13 39
35 35 28
7 44 14
39 0 25
10 30 4
23 11 18
42 31 11
24 12 37
34 14 20
8 6 37
8 30 32
4 8 10
3 39 19
9 16 20
0 3 40
6 24 22
29 37 7
6 13 18
49 34 17
48 14 30
7 24 16
9 44 5
22 12 45
11 30 38
26 17 8
28 8 9
5 37 21
12 11 40
26 37 19
17 48 33
29 44 0
19 3 12
30 7 39
30 42 23
11 40 45
30 26 41
38 7 3
42 19 37
36 37 12
13 23 36
6 14 41
40 32 15
43 49 8
2 4 2
46 20 42
42 43 6
4 37 10
40 21 38
49 10 24
37 14 41
47 23 22
49 20 37
21 44 34
19 15 18
14 9 41
37 15 10
34 13 36
23 40 19
45 15 14
11 11 2
43 49 12
42 20 11
24 13 45
40 34 23
43 43 41
13 1 40
5 17 4
25 15 42
36 20 9
48 9 46
30 27 30
38 4 36
22 3 28
36 2 25
40 1 9
48 1 47
20 21 2
5 41 39
25 38 48
41 22 1
30 0 10
34 23 19
38 13 2
37 7 10
45 30 5
29 24 6
18 11 11
12 2 6
5 6 21
6 25 47
46 10 29
3 0 13
11 10 49
8 24 3
42 7 46
8 49 20
28 31 12
1 42 13
22 7 36
17 2 39
28 40 14
9 6 20
42 46 48
40 4 41
8 3 36
6 20 34
19 28 44
30 22 35
2 44 2
4 45 41
33 11 4
47 20 28
5 15 6
26 8 15
49 35 1
11 9 1
4 45 28
19 29 33
11 27 12
23 38 22
35 44 19
36 12 49
16 23 24
4 49 27
47 26 6
25 45 3
47 14 46
27 32 2
34 0 15
32 11 25
41 9 18
47 33 32
43 27 27
32 19 45
11 29 0
45 43 25
32 34 32
44 15 35
12 8 2
42 45 43
28 2 16
0 18 27
47 46 23
42 37 43
24 39 39
29 31 26
17 19 33
47 36 30
7 10 46
14 29 31
3 24 7
32 26 10
0 3 12
43 4 44
4 23 41
5 46 24
23 1 12
47 42 46
23 32 31
15 35 2
29 28 20
24 45 6
29 22 1
44 35 40
45 3 36
4 25 19
34 29 31
1 14 17
26 26 16
16 4 16
46 44 9
34 2 34
1 34 48
26 43 14
0 31 39
8 18 4
20 45 18
34 33 21
6 38 19
7 11 11
12 17 11
22 45 1
31 45 7
34 20 17
2 31 17
8 37 30
35 10 30
20 14 25
43 36 32
23 7 46
24 20 49
5 32 21
16 6 35
2 4 17
1 4 17
41 3 34
40 1 5
31 25 5
14 45 14
20 35 19
28 18 38
17 25 16
16 28 2
22 34 5
14 40 30
8 30 36
13 6 22
8 32 48
11 0 46
0 49 48
35 45 20
30 30 6
4 25 13
43 22 8
40 48 7
48 20 48
10 13 23
23 32 16
42 29 6
20 45 33
41 42 43
15 33 26
7 22 26
41 14 16
34 39 34
17 38 17
28 0 26
8 23 25
36 30 3
47 10 49
41 43 37
39 38 33
42 35 10
3 14 13
14 3 1
2 32 42
4 47 47
44 46 47
32 20 34
2 13 37
17 28 33
1 48 45
25 9 35
13 12 30
23 3 22
14 47 39
2 27 5
34 37 6
37 29 10
5 49 14
15 6 42
0 1 46
8 5 16
49 1 6
46 1 35
12 38 43
29 41 47
0 24 21
13 32 14
22 21 46
41 45 23
40 31 29
5 27 9
38 11 45
15 22 40
45 38 41
23 48 34
34 9 38
18 30 28
45 11 29
18 37 4
26 16 34
32 30 37
19 29 2
43 32 7
35 38 14
33 11 22
14 43 27
48 11 32
1 38 2
6 34 5
32 43 27
26 47 17
19 48 35
27 2 48
40 31 30
37 15 39
24 32 4
43 9 39
7 7 9
29 41 26
15 22 45
40 17 25
26 7 0
37 46 47
18 33 3
33 9 11
12 10 7
38 30 31
14 6 9
19 7 26
37 43 16
20 20 25
4 14 0
33 36 12
13 10 7
14 16 45
23 4 17
39 15 35
43 31 34
9 48 36
13 48 1
3 27 4
41 42 16
8 25 13
24 39 18
45 42 38
17 15 13
30 0 32
43 4 24
20 4 49
29 18 13
46 3 12
15 25 24
5 17 26
31 7 15
6 41 46
27 32 41
46 32 24
30 16 21
36 34 47
22 40 13
14 7 29
37 17 11
34 34 5
31 4 4
18 12 49
43 18 10
27 9 40
38 46 48
1 20 49
12 24 44
35 19 19
18 40 8
49 2 16
3 25 25
27 13 4
25 9 30
40 4 2
43 23 5
47 43 17
23 12 16
22 32 45
48 7 2
36 7 3
41 4 45
20 10 32
30 47 23
14 12 49
8 49 4
49 30 25
21 5 2
24 21 11
48 14 27
5 49 8
26 43 45
20 21 20
24 25 32
6 47 35
5 29 8
39 16 32
36 25 48
12 16 10
13 49 45
12 32 29
43 26 38
1 34 22
0 23 31
12 17 10
18 1 0
15 13 15
46 4 19
37 34 29
1 17 17
48 49 21
17 33 44
2 17 26
14 22 5
8 43 2
20 42 42
32 45 30
7 36 39
16 8 8
9 45 27
7 6 34
40 45 37
37 14 47
42 0 30
11 0 27
34 6 30
37 5 4
20 47 17
43 11 3
31 39 34
22 3 6
49 25 9
32 31 35
12 31 14
8 3 21
19 0 11
29 41 47
29 13 19
5 47 49
10 29 10
27 20 44
21 30 35
21 18 3
15 26 45
10 39 10
22 39 38
16 0 44
8 32 17
25 23 20
38 29 13
34 10 33
16 44 43
41 41 37
42 7 44
41 20 21
39 35 19
33 39 37
33 24 39
49 10 37
48 42 39
2 26 7
10 16 30
18 11 17
5 13 42
29 32 49
29 6 15
45 15 40
46 35 36
45 4 7
3 0 17
9 46 12
6 13 8
39 21 12
0 45 45
42 25 21
31 9 10
45 14 22
16 21 21
0 49 40
29 40 27
17 35 41
23 34 18
25 31 7
16 30 3
44 48 43
43 26 31
21 47 31
41 22 26
7 38 20
8 5 6
10 1 28
14 33 42
9 19 15
25 27 10
21 10 6
25 13 27
40 6 21
8 37 3
5 34 24
25 48 25
26 36 10
21 37 49
29 8 11
41 28 11
31 14 36
35 15 44
17 36 35
28 3 31
32 24 12
23 48 49
26 8 14
38 24 5
35 1 2
30 0 37
24 23 15
15 41 2
44 37 7
3 33 40
10 12 12
47 37 13
37 34 37
39 5 9
27 19 36
9 2 12
19 7 27
38 6 26
46 0 16
35 39 9
10 10 32
21 45 23
0 45 3
8 13 6
35 29 32
44 36 0
12 25 18
23 7 26
15 2 21
21 1 9
35 23 38
18 39 10
15 3 40
39 36 15
44 38 30
12 17 48
31 37 7
6 34 6
17 17 10
47 9 44
24 38 42
42 39 9
15 14 21
34 44 1
36 17 26
28 40 6
47 20 18
42 37 47
30 39 8
35 33 4
34 37 40
45 12 2
35 25 23
40 12 33
25 30 21
33 29 15
32 37 43
8 19 35
40 33 18
34 8 43
48 26 13
42 28 28
19 15 41
39 20 46
32 12 0
39 3 2
24 48 11
4 42 2
46 5 25
28 33 12
3 27 42
21 19 13
30 46 7
17 13 45
4 24 32
18 26 12
15 25 20
29 1 7
22 7 28
20 30 35
48 18 25
31 31 46
28 16 47
40 31 29
7 5 24
17 42 11
7 2 12
11 42 23
6 28 6
19 19 21
42 11 47
9 46 48
10 10 37
32 4 5
29 25 36
22 20 36
41 15 38
41 33 0
40 46 23
24 20 0
26 1 24
5 29 8
11 40 32
18 32 9
6 19 27
47 0 0
5 32 17
22 35 8
46 42 47
0 46 28
41 20 45
34 49 12
12 13 2
14 23 46
18 1 23
34 4 40
24 9 46
30 21 21
22 2 26
8 40 30
24 1 22
25 24 28
19 26 30
32 11 22
27 34 18
14 47 3
8 20 0
14 44 2
35 16 20
48 2 23
48 49 5
46 17 33
5 45 4
0 47 9
0 1 19
18 21 2
10 43 30
9 17 36
30 30 23
18 10 22
40 46 26
3 18 6
13 6 5
15 31 20
26 44 31
15 34 15
5 26 7
27 12 28
24 1 21
47 11 49
28 27 31
31 30 38
8 28 2
19 40 10
7 32 6
46 23 29
46 33 3
11 47 10
35 26 35
0 42 42
2 47 10
26 45 10
0 28 17
48 32 3
30 2 29
19 40 23
21 21 26
47 37 10
32 27 28
1 8 48
4 43 28
49 1 39
41 37 1
11 25 34
27 12 1
18 37 16
22 22 5
25 22 6
49 42 41
46 33 18
49 34 16
44 37 15
9 21 3
28 10 29
31 20 45
29 41 49
14 18 45
17 6 15
13 4 17
18 7 16
5 13 36
33 34 24
35 22 11
42 30 47
37 26 24
39 15 18
3 34 29
46 37 45
20 25 32
36 5 7
35 32 26
4 11 25
32 21 21
14 33 30
35 36 41
19 40 33
39 19 4
10 11 17
25 46 45
41 16 45
1 6 13
26 38 18
35 4 1
10 39 26
11 36 46
4 16 32
38 4 24
16 15 17
30 17 35
46 21 11
24 5 13
4 10 7
13 25 27
29 49 22
37 6 15
13 7 1
1 3 46
42 13 47
8 21 6
12 1 25
25 18 21
20 12 20
20 7 42
25 15 10
29 44 46
3 16 15
47 23 36
2 21 38
47 27 24
10 9 16
41 39 21
9 33 16
3 4 31
45 29 18
9 0 40
45 28 42
0 46 49
35 49 0
30 30 14
47 5 4
21 33 26
47 40 5
15 0 27
23 32 34
31 31 34
21 25 16
43 13 40
34 30 39
10 10 42
4 33 46
16 25 43
43 42 39
38 2 44
17 28 37
2 14 37
21 25 47
27 48 44
42 49 1
6 30 15
45 44 14
3 34 9
6 41 31
12 8 19
25 25 40
46 9 46
37 31 26
47 1 12
16 41 32
15 38 29
33 45 39
19 39 35
39 29 46
19 0 45
26 4 20
10 12 31
24 9 43
49 47 21
4 10 7
15 17 49
48 29 29
25 49 26
43 28 11
49 34 10
41 22 16
31 8 44
34 11 20
49 39 24
31 10 9
0 32 30
23 43 49
7 20 31
41 34 28
18 22 42
22 42 5
36 24 48
30 11 22
20 11 21
49 2 22
14 5 44
49 37 24
7 22 9
16 46 23
23 20 7
30 22 10
31 15 11
5 26 35
22 37 29
13 14 6
12 31 11
28 19 37
2 10 26
2 8 15
1 20 7
17 43 48
11 1 49
1 28 46
33 44 13
36 32 36
34 38 11
25 18 25
24 1 26
10 16 19
17 12 26
17 21 2
30 12 48
19 31 0
19 43 21
9 17 35
27 48 49
21 16 15
10 10 24
11 9 13
35 4 44
36 42 29
11 26 19
45 44 22
32 49 26
32 5 25
12 12 15
1 28 26
16 49 30
6 20 40
20 38 42
9 32 3
17 46 42
1 47 49
28 20 33
45 20 8
24 24 1
1 20 44
20 7 21
46 10 4
34 47 46
36 1 3
5 13 7
46 49 47
31 31 5
7 34 2
33 40 44
36 23 24
21 26 6
43 14 36
43 40 5
9 15 38
4 34 48
24 41 2
42 15 48
11 23 45
21 7 26
20 23 36
23 9 1
23 45 25
5 5 23
19 11 17
24 27 9
24 31 47
41 49 35
20 34 21
15 12 44
20 38 32
29 27 29
20 9 8
21 31 31
25 43 43
22 13 46
4 30 42
28 26 15
19 24 14
48 0 37
17 30 45
4 35 23
5 47 2
37 27 41
32 16 26
37 2 42
8 6 34
2 22 22
18 12 29
2 35 42
6 7 17
39 35 27
1 40 37
27 16 46
40 49 32
15 12 43
22 7 42
37 34 9
48 23 35
40 11 30
34 22 10
33 28 32
10 3 39
43 29 42
11 1 3
47 17 19
9 47 5
17 12 22
0 8 35
42 20 36
20 40 0
23 21 7
40 19 33
48 6 14
36 14 30
43 28 35
20 10 30
44 12 25
12 39 45
11 42 6
3 28 8
34 24 24
7 19 3
14 4 49
29 9 19
9 24 36
18 31 11
20 30 28
16 25 34
5 19 39
0 9 12
15 41 31
0 21 31
17 48 37
0 25 45
27 15 24
24 27 22
25 28 5
38 41 49
0 41 21
36 36 1
15 36 9
43 21 46
36 7 0
29 38 44
40 18 8
6 25 42
40 43 32
20 21 33
2 15 42
6 8 27
7 28 19
48 47 34
38 11 11
4 22 30
0 10 47
5 34 44
25 3 24
4 27 14
46 43 43
25 7 22
22 20 42
41 18 20
27 43 33
8 7 32
8 42 10
3 49 13
4 3 20
9 46 5
43 3 20
35 35 36
24 47 38
7 33 23
6 37 20
43 4 32
29 42 43
34 1 42
25 31 24
36 44 47
5 45 14
32 15 15
45 39 4
30 16 16
22 22 33
8 39 37
44 17 4
38 0 13
40 37 35
14 26 36
22 40 13
20 14 1
44 30 24
25 41 48
13 20 2
47 7 3
11 46 29
11 13 9
28 19 1
45 26 22
5 23 8
11 13 21
40 38 39
37 40 38
45 3 40
13 19 31
30 0 2
4 22 30
15 42 18
10 34 17
5 28 20
20 33 22
24 45 15
5 32 47
47 15 36
47 9 6
36 16 44
3 30 13
12 20 8
21 4 20
17 26 29
20 12 44
39 26 11
6 8 27
4 14 0
48 49 21
45 20 13
6 40 7
32 29 39
6 42 20
4 10 36
13 14 43
3 34 4
14 17 42
43 48 19
9 35 2
25 47 11
16 39 14
40 11 30
34 14 26
21 48 2
13 10 40
26 11 45
5 4 2
46 45 43
33 42 31
28 44 28
40 27 12
45 0 38
25 24 49
8 8 37
3 34 47
24 44 2
26 2 32
5 44 10
32 26 23
43 28 42
1 40 32
29 41 3
12 25 20
25 42 17
21 10 42
21 38 49
38 3 9
17 8 8
14 25 48
36 3 32
42 36 33
44 39 42
24 15 19
33 31 6
33 13 3
40 16 9
7 41 1
41 18 10
2 25 45
5 13 49
33 28 38
22 34 36
15 6 0
38 21 27
19 48 28
40 32 46
6 26 23
10 21 4
16 27 7
27 46 19
6 9 17
38 22 17
20 11 47
38 30 44
10 12 33
14 19 26
33 12 44
37 20 31
14 47 27
37 21 0
39 25 47
42 16 36
6 12 10
34 46 9
5 39 18
33 5 48
45 22 17
3 16 26
12 25 34
3 41 12
29 1 17
25 6 46
25 25 13
28 42 48
4 9 8
26 26 9
28 48 46
28 30 34
40 19 44
47 8 35
41 27 3
41 3 17
14 49 18
42 23 0
44 42 28
38 18 22
17 7 18
7 6 41
1 29 24
42 24 21
40 38 12
48 16 37
1 1 42
38 15 43
36 41 43
26 47 3
30 34 27
7 2 34
0 36 40
45 10 14
10 33 1
18 42 46
13 29 3
31 7 14
23 13 2
35 24 14
8 30 38
40 41 6
15 17 25
20 11 41
46 9 46
23 40 7
21 23 8
45 36 32
18 44 48
44 22 14
24 21 30
44 19 20
21 4 42
35 3 33
10 0 41
48 3 19
15 28 12
13 36 49
39 13 2
18 12 42
27 41 48
48 27 15
16 38 23
13 15 14
11 43 42
15 11 32
11 6 21
49 12 3
11 9 46
34 21 9
20 46 23
32 7 42
15 18 15
39 19 31
11 48 30
31 8 13
32 29 7
15 6 6
31 10 32
15 19 10
4 44 10
28 48 17
13 8 6
19 32 12
31 11 16
28 3 0
25 3 12
45 40 28
37 46 46
31 21 12
1 17 43
14 31 3
46 37 33
19 8 2
4 5 0
31 31 45
5 4 10
20 14 18
40 0 42
39 22 47
13 43 4
33 42 16
35 27 14
44 39 17
29 33 36
14 41 23
22 31 0
27 37 31
34 13 48
40 7 44
29 31 48
12 42 17
43 19 13
45 1 46
34 15 30
8 5 23
23 6 38
45 28 19
10 35 17
2 17 21
7 35 33
19 9 8
47 12 16
23 26 1
2 42 28
9 33 32
15 28 17
19 48 11
10 43 2
16 12 21
26 19 28
1 44 24
16 21 40
12 30 28
26 12 6
12 6 38
5 21 49
16 18 37
22 9 15
7 39 13
18 49 17
27 23 45
45 29 12
45 44 12
23 48 39
19 22 12
47 13 6
12 40 16
21 41 39
39 2 10
31 16 35
36 14 32
21 18 28
29 41 48
45 49 18
35 36 8
15 34 13
20 33 38
22 20 3
3 44 5
28 15 5
0 42 35
16 38 49
29 34 21
15 35 7
9 16 3
27 5 0
22 42 21
19 30 29
7 14 45
40 22 5
41 30 23
22 44 20
1 7 14
38 15 43
0 48 48
24 18 21
12 19 27
6 23 22
27 33 48
22 29 34
23 45 36
11 27 13
8 24 35
20 42 20
25 13 23
41 5 48
7 44 1
34 38 25
32 33 40
32 32 29
38 14 46
4 22 46
30 4 12
19 8 20
35 36 27
36 2 25
28 2 42
3 18 26
44 24 13
41 19 27
40 44 29
10 0 17
4 27 28
35 17 6
29 49 41
15 7 35
43 22 32
43 39 12
32 26 23
8 20 24
14 0 3
30 26 19
25 48 34
36 25 2
7 4 21
24 12 14
13 3 39
15 23 29
43 33 47
14 44 1
22 26 42
14 35 17
28 49 25
2 30 41
21 29 16
8 19 0
28 6 19
24 2 42
26 48 34
43 33 27
40 37 27
43 33 19
14 20 8
34 9 23
34 46 19
16 25 26
12 13 41
6 39 23
29 28 44
15 44 1
6 22 32
37 32 42
17 1 39
17 23 30
5 18 15
30 39 46
47 43 27
44 43 40
0 9 47
24 19 21
24 35 39
21 35 2
6 24 33
42 11 48
37 26 23
15 27 32
35 45 12
45 48 12
43 25 18
16 43 16
20 11 3
36 6 29
7 19 11
16 1 23
16 45 22
45 30 40
9 43 13
18 37 25
27 27 38
48 24 42
46 5 23
36 40 22
48 30 13
25 23 2
36 4 23
12 28 8
4 37 7
11 21 47
41 25 46
28 13 22
24 41 16
44 32 10
3 30 25
27 4 3
27 21 15
39 24 22
44 48 15
12 12 4
16 16 10
36 1 48
42 47 45
37 48 33
1 24 15
15 26 31
12 35 27
2 10 42
26 23 7
32 42 21
26 16 20
44 37 37
7 35 40
2 0 1
6 44 1
31 18 2
18 16 16
47 12 47
24 22 8
11 9 17
3 44 29
25 39 34
8 5 30
24 18 33
49 20 0
22 9 4
45 11 8
43 41 24
42 6 41
23 26 13
23 1 37
13 34 24
28 14 2
13 22 19
6 26 15
43 32 39
16 23 4
38 17 0
16 39 12
1 10 34
17 18 30
28 15 37
14 32 10
44 14 42
33 1 31
43 25 27
26 43 6
21 35 5
29 1 0
1 17 20
25 33 9
11 8 36
27 32 44
48 15 27
33 35 31
27 44 16
46 26 41
15 25 5
12 1 32
25 27 36
47 46 1
24 24 0
25 8 2
45 15 26
24 12 24
11 17 42
15 3 0
30 19 45
11 18 20
22 27 33
2 13 3
31 32 15
4 12 39
4 10 0
8 17 12
35 42 25
24 19 43
17 33 9
43 16 20
46 18 46
4 39 47
35 45 26
25 37 5
17 11 3
12 9 26
17 14 3
5 6 30
37 5 15
42 12 16
48 36 9
42 24 26
11 17 11
38 49 16
34 14 25
4 44 48
12 46 35
20 7 40
42 6 7
9 33 48
7 25 21
27 5 10
30 41 31
42 20 27
30 8 47
0 47 17
48 31 12
18 29 45
35 32 5
29 34 16
23 9 44
45 47 29
42 41 20
42 1 13
7 32 24
38 28 35
19 21 17
7 33 42
9 0 16
24 46 40
35 29 47
29 42 23
38 31 1
39 10 9
18 39 44
16 39 24
28 20 40
29 46 19
42 36 49
30 10 48
38 11 32
34 12 11
44 40 35
34 23 37
19 17 22
28 0 17
43 42 26
41 46 30
43 25 23
16 10 0
18 47 42
44 37 33
21 35 22
48 42 40
45 32 19
18 48 21
42 5 41
46 45 43
10 15 41
44 28 35
14 23 3
16 22 29
7 43 1
43 12 2
0 21 23
46 7 14
48 1 48
30 19 9
5 46 6
32 42 38
12 37 29
28 20 32
28 40 47
12 6 33
11 25 10
46 32 34
41 13 31
8 36 42
18 28 25
2 46 17
13 15 30
27 33 45
15 32 34
46 17 49
39 16 1
24 3 22
15 32 42
40 4 45
13 42 41
40 42 20
46 23 30
21 1 41
18 32 0
4 20 22
10 27 23
12 39 4
1 24 21
28 23 17
29 9 46
22 14 26
37 26 33
18 32 18
43 30 10
4 43 49
45 29 2
26 27 8
37 16 44
36 2 1
44 46 3
15 9 35
39 40 19
32 40 4
16 35 17
42 15 32
16 10 25
33 13 13
24 2 44
19 3 25
39 37 12
1 28 41
6 15 10
23 3 37
19 32 37
12 0 42
12 23 8
47 13 14
24 41 2
13 38 35
36 0 43
11 9 28
35 13 24
36 12 41
27 34 9
20 10 21
28 33 15
40 12 3
46 18 30
40 38 11
3 39 0
4 37 20
19 10 18
44 7 0
8 24 27
2 1 14
39 13 33
34 37 11
6 46 6
29 5 42
19 4 19
42 9 22
31 42 22
26 25 10
16 48 22
7 28 15
47 23 3
31 32 27
3 9 16
24 13 8
22 27 42
32 16 16
33 7 17
37 19 14
12 47 47
0 45 49
4 32 8
18 18 38
38 38 38
3 4 36
3 2 27
0 12 17
37 18 6
35 19 48
44 38 11
30 12 28
48 29 44
5 18 43
45 8 41
16 4 32
38 43 27
28 19 48
35 30 3
21 8 43
9 20 24
23 21 19
38 33 48
3 21 16
9 15 2
1 26 8
25 13 31
33 20 43
27 41 28
27 19 1
9 49 19
20 1 25
41 10 30
34 46 27
5 48 46
5 45 29
33 15 6
48 5 17
36 35 19
9 10 19
19 29 19
40 4 16
17 38 6
49 39 0
39 29 45
4 19 2
0 38 9
17 46 11
13 11 37
11 7 31
40 29 35
29 16 21
17 10 15
49 27 27
24 5 20
39 14 25
22 21 25
41 14 7
46 40 12
48 48 28
39 24 30
38 41 30
26 9 36
25 5 32
19 27 17
16 16 0
16 42 10
33 37 39
8 6 43
27 35 10
25 34 25
13 34 40
9 38 34
26 44 3
