100000 30000
69 172 59
111 249 82
16 93 63
88 69 103
175 226 97
157 229 178
63 177 213
90 132 86
48 162 67
146 45 194
146 204 141
217 73 83
24 121 102
116 84 237
78 113 165
63 137 7
68 243 178
225 100 116
97 126 161
250 85 161
21 81 117
115 188 95
213 156 37
16 209 64
151 104 137
132 239 65
208 167 255
20 27 169
188 155 127
116 198 145
64 3 228
198 15 169
214 235 143
69 210 233
133 74 129
83 118 223
128 126 67
47 44 63
96 128 204
136 85 28
255 64 250
253 198 255
190 205 95
23 35 197
231 30 89
196 41 99
155 222 125
91 178 176
49 149 208
62 252 163
181 190 33
16 41 82
145 209 45
233 34 192
6 45 156
108 70 141
134 195 100
57 139 39
181 18 13
137 14 198
105 175 31
22 100 125
243 59 132
179 245 25
147 210 8
148 65 134
72 197 69
236 201 196
125 124 215
190 146 3
25 133 135
128 106 138
12 12 191
151 95 78
128 196 187
122 33 70
204 141 108
94 19 40
99 197 151
31 1 235
164 186 165
237 107 92
82 122 173
200 216 192
20 41 235
13 172 100
18 1 31
165 226 62
27 78 67
231 29 145
133 106 66
100 207 119
111 141 118
189 12 160
181 188 86
159 78 36
35 162 13
240 23 90
157 180 138
210 22 237
58 143 238
96 241 198
41 174 79
42 243 78
138 135 206
168 237 186
209 93 242
177 132 239
165 134 224
165 64 48
167 30 160
179 203 154
198 200 153
215 175 43
248 219 235
180 76 141
227 246 66
254 31 169
136 198 83
100 203 147
225 105 178
42 240 124
241 28 95
211 179 33
206 40 27
33 249 135
78 225 135
252 125 202
89 181 105
108 9 145
238 16 42
207 211 41
138 165 53
47 251 22
26 202 235
153 59 53
116 111 217
168 10 170
185 126 176
235 25 132
104 67 108
72 110 108
147 59 0
173 161 136
27 62 26
115 157 132
205 153 84
135 219 113
31 60 54
33 251 76
246 49 200
49 123 60
61 21 65
65 201 139
218 164 94
241 68 91
30 120 138
230 190 178
202 237 80
193 65 170
82 62 79
127 89 235
18 157 142
149 108 61
122 0 35
137 194 61
104 156 57
56 220 135
111 71 220
230 97 48
88 185 123
114 81 59
215 84 221
66 56 123
106 163 53
1 77 145
29 244 34
48 15 213
42 45 114
105 31 191
63 7 172
222 133 220
148 151 17
39 124 53
201 245 198
47 208 216
223 133 110
215 227 42
190 222 81
32 14 202
221 92 202
219 45 164
137 13 101
229 129 72
150 151 108
148 158 231
74 94 226
83 66 45
177 237 200
0 250 112
160 214 220
34 21 97
239 192 43
54 95 123
66 133 203
223 91 91
112 221 43
246 202 189
213 96 199
208 8 151
101 3 21
69 208 228
139 15 207
104 213 45
236 123 222
170 28 173
170 85 170
222 128 196
231 59 238
178 91 72
25 136 57
210 135 207
87 53 205
165 33 118
251 79 208
128 219 64
11 101 130
201 211 226
104 26 58
60 238 120
217 158 114
169 126 89
132 170 185
55 45 160
236 210 102
100 80 161
58 191 58
187 7 27
214 69 154
21 62 107
116 217 190
205 230 98
153 172 148
31 161 232
148 88 124
121 218 201
137 33 26
19 47 229
240 36 54
62 138 203
169 40 103
211 129 100
215 211 108
116 123 76
131 92 198
83 199 100
55 82 59
58 78 177
74 77 73
147 123 230
104 76 121
252 52 61
56 187 246
219 83 81
209 151 246
182 2 245
241 50 21
245 37 190
79 232 72
199 35 143
159 220 93
27 244 108
240 212 237
188 132 254
114 15 255
101 19 242
178 216 173
26 103 99
153 31 255
100 192 19
233 254 215
110 195 85
53 139 133
192 200 97
29 170 167
112 185 139
151 231 147
106 11 213
124 71 230
235 247 79
196 37 185
129 101 170
2 237 94
156 15 29
192 139 146
97 152 111
72 64 127
142 159 95
224 151 228
65 236 92
200 202 216
73 154 1
144 30 203
238 86 39
153 42 238
172 104 117
246 155 94
62 89 203
120 20 224
96 60 70
160 241 53
254 213 66
129 42 110
211 11 138
130 111 17
71 224 160
197 234 92
167 89 192
31 106 93
45 148 249
214 255 169
53 209 61
198 3 250
42 26 232
6 247 2
175 138 44
45 162 158
90 226 46
148 144 121
171 54 34
230 158 185
145 220 61
96 240 56
222 163 224
20 208 20
141 233 188
186 92 155
140 238 36
79 123 236
226 41 93
52 197 134
49 20 204
25 137 235
76 33 56
152 156 150
71 62 33
245 161 235
144 79 58
151 197 226
244 134 69
99 80 112
19 67 106
50 182 4
106 97 153
201 243 36
249 52 92
92 140 198
156 77 228
41 244 36
109 116 212
34 68 9
150 130 27
131 61 45
176 112 35
251 136 208
126 14 119
43 212 154
1 68 38
45 205 155
138 111 206
150 198 76
229 155 55
101 122 103
5 168 202
40 228 237
123 193 85
97 247 239
46 19 51
235 155 6
48 8 69
132 33 155
172 70 194
212 38 26
52 164 202
125 204 38
107 95 16
184 163 247
0 191 201
250 15 54
222 39 21
121 234 124
249 115 212
253 103 29
28 54 22
148 51 9
128 123 139
101 74 199
123 139 157
81 249 73
81 12 91
246 13 233
116 110 174
155 179 199
142 1 16
55 55 17
167 191 9
64 151 196
41 246 119
179 144 103
164 15 14
69 126 94
55 7 22
223 253 32
31 70 103
117 243 126
193 114 108
189 143 248
141 98 111
61 28 147
208 138 247
223 79 251
66 154 217
40 109 228
72 42 46
166 217 56
235 98 24
95 124 190
136 73 115
9 85 179
134 246 101
106 208 244
116 238 111
224 21 94
30 190 139
178 198 133
39 194 68
253 28 63
249 53 176
202 101 204
24 223 216
111 113 138
148 109 8
239 253 246
73 238 133
154 210 106
29 163 24
67 133 116
115 10 240
38 245 38
124 136 57
6 111 55
66 139 186
15 165 190
46 94 132
172 254 29
190 60 210
237 204 59
57 228 185
156 193 223
137 181 26
172 19 60
174 160 211
170 123 174
64 150 184
22 140 61
194 177 197
121 10 199
81 52 94
167 3 69
182 5 189
216 210 78
223 51 246
205 87 193
227 5 77
110 85 209
169 154 43
125 244 253
119 180 165
165 201 94
253 233 231
62 101 44
23 30 51
21 107 243
79 46 241
138 21 21
226 244 154
23 197 1
19 226 1
207 74 48
96 203 112
124 204 154
14 70 197
39 27 202
100 152 140
128 131 33
97 174 237
184 7 185
95 63 108
165 61 32
81 117 145
69 36 119
50 86 115
197 176 158
158 252 110
195 184 166
141 57 180
102 57 233
79 190 167
95 245 17
127 213 245
205 21 9
124 34 120
235 116 90
88 80 249
6 73 108
226 185 136
72 114 112
182 41 186
61 165 33
122 35 177
76 182 17
135 197 233
185 250 55
255 69 126
32 20 49
126 249 136
129 164 238
69 211 74
126 78 134
33 46 77
206 3 177
106 69 67
118 182 151
28 128 206
230 182 46
172 77 231
84 196 74
201 221 146
38 203 45
248 128 222
100 7 189
140 48 62
44 129 126
239 219 253
152 172 229
51 205 146
91 101 141
165 158 123
50 128 254
98 165 152
219 76 91
221 16 237
67 77 151
60 136 85
155 171 138
53 217 215
198 147 86
53 47 198
80 165 1
19 148 177
74 154 91
191 66 11
50 24 97
37 225 135
234 144 60
66 26 244
48 13 177
78 1 233
240 101 127
41 35 136
51 135 122
59 17 64
52 94 33
126 134 52
210 56 226
161 201 168
71 71 237
122 117 254
196 234 72
218 220 216
29 18 151
59 113 233
202 71 120
9 251 56
76 167 0
31 59 187
5 181 116
8 34 171
138 2 220
44 67 253
137 39 239
156 103 204
198 218 130
220 98 43
133 134 23
174 223 165
218 205 62
83 3 167
228 233 45
102 114 202
206 68 33
191 132 89
207 58 146
149 71 6
55 145 142
57 251 60
226 196 82
163 165 35
176 249 134
189 1 203
107 136 75
39 83 191
194 53 171
121 131 87
31 17 195
224 181 238
146 61 219
123 228 78
124 216 91
226 83 228
215 128 206
110 39 75
172 117 78
74 167 47
253 245 95
108 195 38
187 208 248
28 2 151
127 112 28
159 107 181
57 21 23
39 54 135
66 201 99
58 168 187
133 240 26
132 54 120
204 254 178
48 225 158
243 105 180
56 167 54
88 170 198
43 173 165
62 38 187
108 34 103
187 71 40
117 72 117
91 40 164
143 197 169
171 232 207
239 202 186
51 43 162
211 201 55
208 192 73
114 253 238
4 92 16
22 140 124
245 8 249
22 19 128
205 42 155
202 25 145
144 255 110
218 223 113
5 133 113
195 211 171
28 30 21
17 86 39
180 236 148
145 204 43
135 42 194
223 126 180
128 110 154
73 5 100
173 64 203
121 228 234
55 144 241
146 255 31
122 32 101
238 47 173
148 31 60
190 162 158
117 98 105
12 234 122
22 148 35
36 40 235
7 242 36
29 99 237
150 248 220
119 35 129
74 174 137
146 162 213
136 167 70
166 217 123
186 43 69
222 81 28
103 237 224
33 128 50
254 47 243
153 86 172
23 146 83
99 106 70
102 36 164
82 216 35
80 120 25
216 103 144
30 91 200
191 230 57
168 45 48
95 146 76
69 53 12
75 48 54
158 174 251
192 239 5
238 203 228
250 85 40
210 54 173
228 118 151
55 156 156
195 187 209
4 135 106
86 79 94
198 62 255
18 141 238
86 111 42
130 179 125
27 115 157
110 33 92
115 78 199
142 218 101
185 176 234
49 97 196
79 95 125
216 126 196
16 230 23
167 129 5
222 213 161
114 99 158
55 25 13
91 119 9
131 177 99
72 207 116
47 179 3
218 87 4
53 196 60
199 180 116
15 41 244
23 164 206
225 229 123
125 48 233
1 134 253
41 119 86
128 58 218
254 186 165
252 14 141
154 232 209
5 235 152
105 179 118
186 190 196
245 45 175
217 139 97
111 162 194
164 26 101
97 8 32
110 218 0
14 30 179
14 185 222
141 94 33
200 207 217
158 249 23
186 217 18
215 132 54
167 202 212
65 78 54
20 168 89
22 82 184
41 155 225
22 151 72
166 236 143
153 93 61
143 149 172
72 105 98
162 147 80
137 99 25
172 12 17
17 214 124
228 182 51
110 230 214
150 255 64
239 86 137
4 7 193
78 209 218
145 249 219
241 114 219
249 177 151
248 160 129
131 133 142
122 160 122
0 149 238
199 115 25
51 2 120
82 11 199
184 250 128
196 210 148
39 218 228
146 168 82
143 33 45
229 244 150
133 201 234
52 22 2
46 107 180
52 93 88
12 210 194
28 225 29
174 168 251
145 237 78
140 142 15
119 210 191
112 79 72
105 6 179
1 53 104
132 103 148
66 248 197
125 253 91
133 243 111
191 124 59
46 132 196
52 43 131
31 205 149
248 52 23
222 133 145
175 172 159
59 170 35
102 214 98
174 161 62
163 164 132
151 162 205
167 208 171
248 79 151
222 197 118
187 82 16
25 197 172
172 109 62
183 69 106
112 41 25
223 34 143
207 141 120
104 113 112
108 188 79
81 154 35
44 185 1
103 59 150
6 241 39
195 214 188
24 143 143
121 51 221
57 107 123
175 66 66
75 113 137
224 65 117
226 1 61
225 131 102
47 6 149
185 166 165
87 248 62
1 110 37
156 122 118
192 103 130
80 247 82
226 108 70
90 165 152
137 138 180
206 184 94
104 129 57
135 167 163
178 224 121
198 165 95
29 149 72
118 205 244
174 129 246
203 205 29
235 202 87
211 218 2
161 21 49
239 166 159
201 149 233
251 191 214
236 155 171
121 121 160
122 78 14
77 35 43
120 251 40
5 62 91
23 65 94
64 108 115
241 124 144
201 96 209
17 56 123
33 118 163
29 91 187
196 116 130
109 46 78
115 254 252
159 205 34
122 18 208
153 178 231
99 61 198
22 143 149
24 54 19
150 163 182
157 158 0
126 50 255
70 10 237
176 173 37
237 225 225
20 239 205
99 5 55
131 112 72
172 17 186
240 6 29
253 244 215
103 240 88
119 24 222
74 222 192
230 104 117
25 205 84
100 67 125
130 143 104
2 239 89
184 100 152
145 146 155
73 61 155
190 44 106
14 50 21
168 188 75
80 106 254
96 24 228
50 124 164
250 71 190
214 181 44
119 43 252
207 199 233
124 186 56
112 100 11
127 152 189
23 52 152
102 137 178
224 21 94
39 46 212
4 231 209
179 75 35
219 252 16
25 254 142
3 243 89
176 163 14
152 196 136
140 22 177
26 201 65
41 175 3
52 79 16
16 156 167
195 100 35
23 151 148
77 244 98
177 91 214
246 85 23
2 238 175
131 23 222
50 59 60
243 3 108
249 80 160
139 28 91
7 161 162
168 176 81
71 73 235
158 10 167
10 82 106
155 243 25
42 89 149
171 239 150
237 230 21
208 10 198
217 10 55
244 197 84
101 151 193
208 94 170
222 233 170
187 196 196
56 134 216
12 180 254
148 210 130
241 8 110
9 151 185
21 106 209
198 219 53
133 53 181
3 25 7
149 142 251
39 108 222
23 240 169
215 177 54
12 156 173
211 219 72
23 102 65
4 244 202
236 85 130
228 191 204
162 121 35
87 150 7
170 25 149
187 232 57
2 46 241
33 197 138
54 81 51
160 107 185
67 113 30
101 50 19
248 37 39
60 234 111
67 33 131
233 143 74
181 133 139
92 43 201
67 168 167
112 161 147
33 224 14
186 5 157
135 52 47
83 11 108
107 77 151
83 253 5
37 253 128
153 139 130
77 12 170
165 228 39
66 111 79
213 52 240
225 16 248
167 190 148
152 174 68
154 23 63
149 105 155
211 29 107
189 240 205
170 106 243
157 117 119
190 170 122
71 231 125
52 67 236
255 237 209
187 126 50
28 46 110
234 148 253
193 65 79
34 249 38
219 141 74
164 86 25
86 227 151
45 207 106
6 71 245
199 24 97
219 206 240
87 122 180
71 195 187
82 199 195
90 194 218
5 95 7
99 189 159
13 147 192
221 188 213
12 249 176
37 153 241
182 180 167
134 56 131
245 115 161
95 239 122
189 174 116
216 79 190
154 196 194
191 232 201
48 212 141
115 189 174
83 88 40
173 61 160
92 117 114
214 157 89
172 155 145
15 76 135
71 136 235
148 188 37
147 196 200
174 150 70
83 22 227
252 121 59
141 237 197
210 199 208
141 96 33
218 15 78
231 192 218
250 232 62
122 218 144
217 203 167
115 22 236
115 104 237
39 66 32
112 96 140
14 57 127
121 172 76
161 210 212
119 172 136
193 24 183
106 32 23
162 22 46
161 188 177
99 9 50
253 135 112
188 130 178
160 142 165
30 247 211
95 127 93
169 137 60
157 89 6
183 8 120
13 194 14
6 128 79
107 56 226
212 181 70
31 25 78
186 96 235
171 95 15
109 118 131
91 3 132
46 220 218
253 94 37
212 145 26
54 208 129
235 103 39
0 68 254
10 214 101
12 145 171
125 183 178
25 42 40
100 12 203
201 41 170
104 243 23
70 238 147
13 3 38
209 20 77
115 106 71
235 236 89
55 214 179
245 136 206
51 130 176
135 202 199
207 21 218
111 143 121
79 38 24
31 212 133
138 166 100
199 228 201
82 244 41
20 121 129
202 116 157
71 9 102
136 227 184
57 104 247
128 155 189
174 86 52
111 100 58
146 191 80
113 10 247
235 39 43
30 10 196
192 19 75
205 172 34
226 157 101
160 158 189
64 232 190
135 151 24
209 170 132
89 48 56
175 6 12
135 74 29
38 99 17
207 196 49
47 185 206
154 130 250
198 142 131
77 225 132
56 77 250
138 45 87
235 240 207
2 125 63
248 177 202
19 172 74
150 65 198
62 40 91
210 189 117
214 255 183
168 157 122
119 235 41
32 39 69
0 48 168
27 51 149
198 121 15
31 51 114
225 80 0
254 25 61
81 42 212
64 141 39
126 251 167
170 177 30
71 31 0
35 63 7
171 15 77
248 105 196
83 22 204
170 228 6
122 190 149
134 201 140
22 65 101
211 52 82
29 115 72
113 50 217
213 162 125
5 40 42
34 151 247
210 177 194
107 64 134
247 52 102
0 1 235
129 169 102
5 241 117
53 66 18
68 127 69
58 236 2
240 231 33
241 183 125
146 55 46
113 74 171
23 23 114
127 202 54
109 75 69
48 34 168
152 180 137
210 167 131
136 236 251
160 32 29
235 16 142
181 152 117
140 217 40
138 105 230
0 68 210
219 7 216
254 121 62
74 83 61
96 97 194
231 2 103
104 181 45
223 127 14
146 146 10
82 188 201
172 69 238
39 50 94
72 128 168
224 66 125
49 78 122
218 28 230
34 152 73
71 3 37
94 50 107
89 247 30
200 230 36
107 75 166
245 138 129
125 109 14
187 154 39
169 149 242
130 23 131
6 2 28
132 98 85
44 41 234
195 65 246
248 103 109
238 6 227
219 135 22
76 68 6
176 59 33
233 34 16
124 165 42
205 12 83
153 98 64
174 197 61
154 123 143
196 171 173
29 231 203
134 137 177
164 189 1
192 86 101
234 78 39
172 106 212
218 143 131
199 61 207
94 11 111
38 172 8
94 58 102
57 164 80
22 104 100
186 148 146
12 65 57
186 149 16
70 68 191
51 47 181
120 111 148
5 137 20
32 44 21
150 113 105
211 25 213
137 245 31
106 154 106
148 203 41
6 237 97
135 174 128
119 6 33
57 54 117
35 226 102
44 53 28
122 184 203
0 178 59
108 170 239
134 240 23
20 250 44
126 2 71
99 192 146
205 39 56
119 159 80
129 161 234
75 246 123
56 113 90
15 52 192
193 115 222
231 93 249
69 156 196
51 168 50
164 89 200
2 62 175
61 37 116
92 68 125
206 241 168
3 23 31
147 240 163
17 115 179
140 206 40
88 106 161
243 59 62
46 123 4
54 104 132
117 204 113
122 230 215
237 39 228
227 46 9
125 87 144
81 94 35
31 169 240
232 0 149
227 191 172
104 53 182
173 4 189
102 181 91
117 205 230
39 182 66
39 40 5
174 9 119
192 180 204
102 247 230
218 62 2
125 216 16
166 224 27
127 49 237
249 3 129
215 39 21
198 50 67
156 255 47
76 167 58
40 60 27
15 152 140
115 95 91
82 157 22
61 118 48
217 150 18
173 170 214
191 137 183
45 141 80
101 105 72
189 5 38
82 36 19
107 48 96
253 87 19
3 188 241
215 202 116
71 34 205
29 186 126
201 42 238
238 191 188
148 22 28
200 186 140
202 103 5
255 53 79
208 8 77
34 142 6
25 47 69
19 50 202
163 152 9
93 198 213
38 112 210
23 124 214
