8000 1000
34 18 49
45 6 18
43 28 7
1 35 47
13 33 27
8 16 47
14 47 12
7 16 46
49 24 48
15 38 12
27 47 39
41 9 7
20 28 50
27 42 13
21 12 32
47 42 20
10 25 26
0 20 19
40 5 14
25 16 18
23 12 8
45 5 44
16 17 48
14 17 20
14 27 43
47 7 12
49 36 32
27 35 41
43 4 29
28 7 10
9 41 32
4 31 47
28 45 11
36 30 5
20 15 9
20 28 24
28 50 6
49 43 6
10 50 3
17 9 39
24 40 1
47 6 48
24 49 3
40 50 33
20 10 34
25 40 1
10 37 0
41 30 11
24 40 11
21 28 10
13 44 0
7 34 43
48 44 30
25 20 39
0 23 24
24 25 13
46 4 39
21 46 50
10 8 9
34 45 16
48 33 18
14 23 15
8 18 4
5 25 34
48 2 50
28 49 27
2 32 30
5 12 25
17 47 34
20 37 46
25 49 41
46 30 8
18 29 35
49 13 27
36 49 48
1 41 49
20 38 32
9 11 45
49 47 22
30 44 3
11 36 21
36 13 35
4 40 37
40 12 33
37 49 49
27 7 19
25 23 2
11 47 44
38 7 29
20 5 13
24 20 21
0 15 39
42 18 2
7 10 25
47 6 18
33 21 11
47 31 30
38 25 19
35 40 45
31 35 48
15 16 11
11 43 13
6 20 44
26 0 9
25 24 0
13 18 25
19 1 8
26 50 38
44 47 41
37 28 35
25 47 38
1 42 17
46 6 33
29 15 29
18 30 13
40 4 20
32 43 42
33 12 2
37 20 36
30 37 42
6 41 32
32 14 48
17 24 23
37 50 41
13 33 19
14 46 32
31 39 1
20 2 23
30 31 47
42 8 44
49 9 46
41 14 31
39 31 16
24 17 19
24 32 29
13 9 1
10 19 45
32 39 36
32 22 11
40 9 3
42 40 29
7 6 13
24 19 12
47 25 34
34 3 42
30 4 14
36 15 4
3 32 28
8 21 35
14 31 9
44 18 47
4 2 8
23 38 22
46 45 34
40 47 30
3 41 36
11 6 18
38 26 13
24 47 36
46 2 11
10 2 35
46 0 25
38 17 16
15 26 38
30 15 11
27 7 28
39 1 0
21 39 15
41 16 35
21 1 23
22 49 17
2 5 30
3 11 4
5 7 5
9 46 22
1 31 15
38 28 11
43 33 15
23 16 6
28 49 49
5 26 19
28 23 4
9 48 33
30 44 48
6 27 47
15 15 1
26 23 3
49 22 48
45 20 40
45 15 11
15 14 11
5 20 12
4 7 2
47 19 32
4 20 5
41 41 0
10 46 46
22 5 39
27 18 3
13 33 7
26 10 46
49 44 49
44 35 41
42 30 28
38 41 29
11 30 33
32 25 41
46 45 42
20 34 3
0 30 43
6 43 43
5 9 39
2 15 27
48 25 19
30 31 2
11 5 3
15 12 2
13 32 39
5 36 8
47 31 9
8 19 35
20 22 40
19 5 48
27 36 42
27 31 40
31 37 37
40 11 36
36 40 36
0 50 35
5 2 5
8 41 12
37 31 7
18 27 28
20 12 2
0 30 0
19 5 10
27 33 10
20 8 0
29 43 13
3 10 1
31 37 39
38 5 43
35 22 24
34 24 28
32 24 23
23 1 4
8 8 41
25 17 6
0 24 11
16 48 17
43 1 34
8 43 41
9 37 4
13 19 34
5 45 39
2 44 19
26 18 50
2 0 18
38 40 42
47 13 33
27 25 12
25 15 48
14 40 2
35 34 15
14 19 46
44 31 46
38 50 31
18 10 21
43 28 17
44 8 44
42 42 41
49 39 17
36 42 17
14 13 23
1 16 50
4 12 1
6 13 12
32 30 18
23 3 39
8 3 26
12 14 13
44 16 29
24 33 38
1 15 43
19 19 22
26 39 49
28 15 1
21 19 35
24 38 41
30 14 42
11 29 31
34 39 19
14 11 28
8 0 14
28 47 13
5 42 44
13 36 8
2 19 31
10 17 15
2 3 46
35 20 17
14 49 20
20 14 14
23 26 2
11 43 35
8 33 41
28 10 27
11 13 50
14 30 44
17 8 4
28 9 10
45 48 36
47 41 34
24 28 42
24 14 23
37 30 23
50 30 27
28 29 40
2 43 9
41 3 25
45 33 19
6 19 6
32 12 50
50 41 28
43 31 9
12 20 11
46 31 15
5 50 7
25 39 33
18 31 50
47 44 24
21 5 30
30 18 39
49 11 18
11 7 43
14 17 0
29 10 37
48 24 45
2 6 6
5 20 5
16 45 49
47 8 18
18 48 31
11 36 19
1 6 27
25 13 1
5 32 28
2 8 6
11 43 35
3 22 7
3 21 43
33 0 42
35 28 4
15 9 5
10 8 20
23 11 32
27 17 4
30 7 15
26 34 41
37 30 8
45 28 31
0 25 45
7 10 19
36 5 22
10 37 43
3 50 21
6 42 46
26 30 22
45 36 45
8 33 36
30 29 17
30 18 13
43 31 27
3 21 34
44 34 36
20 27 9
11 9 24
19 38 42
47 13 22
12 34 8
19 47 28
2 20 5
9 2 0
2 0 36
11 45 42
46 24 35
47 37 37
13 8 41
48 5 31
26 5 13
35 16 40
2 38 21
38 6 27
49 21 8
36 35 31
12 5 9
36 25 28
33 21 0
29 45 35
17 8 48
8 35 13
9 38 10
16 8 9
16 41 22
41 18 2
43 31 28
43 8 34
31 28 50
28 30 13
29 17 19
34 18 38
23 1 25
37 27 40
31 31 16
5 18 22
7 45 27
39 8 46
18 36 13
8 50 26
32 14 44
16 28 19
36 14 27
31 50 38
39 44 10
6 15 12
10 39 20
47 47 20
10 38 46
36 50 39
23 34 1
41 12 14
39 31 31
22 1 27
12 19 29
21 33 44
46 0 2
20 0 38
48 4 12
14 14 10
26 22 25
11 50 26
2 46 29
17 36 4
25 41 5
16 11 42
33 43 37
33 37 49
3 38 8
1 22 39
42 45 7
49 43 35
12 38 31
12 17 42
31 16 0
7 38 24
43 39 22
33 15 49
5 47 12
43 0 9
34 29 1
25 22 12
6 6 35
9 43 15
44 32 31
26 23 5
24 35 18
8 0 48
1 17 40
46 16 26
24 50 25
8 44 20
3 32 35
25 1 37
39 16 5
1 50 42
27 4 27
23 21 16
23 3 35
23 48 50
24 25 36
6 17 29
3 32 34
29 3 1
49 37 44
39 2 14
34 44 31
24 19 38
44 23 13
19 23 0
4 20 5
35 41 14
8 46 39
18 40 25
18 16 46
17 6 40
40 23 43
26 26 28
39 23 38
20 34 26
49 46 27
35 24 32
14 41 34
37 18 23
49 42 38
5 34 24
10 31 7
18 3 23
45 7 40
39 21 1
2 46 33
46 20 37
26 9 2
41 45 8
12 47 38
41 35 7
23 10 44
6 15 32
20 0 44
45 10 0
1 8 19
3 48 50
25 44 33
35 32 43
49 41 5
41 10 16
27 36 27
41 48 49
4 29 22
6 6 1
36 19 31
16 10 39
33 38 42
29 18 42
16 33 23
50 45 4
13 49 6
44 15 17
9 39 13
11 3 49
10 26 23
42 34 47
48 36 23
48 45 38
10 14 29
30 26 22
7 21 20
20 1 2
4 30 47
50 10 1
22 22 12
46 49 38
45 41 12
4 18 46
28 19 12
31 31 39
45 16 11
32 24 24
16 35 39
27 5 14
17 7 41
7 48 5
29 25 4
46 4 13
23 23 25
36 3 9
12 34 6
23 44 18
43 36 45
16 4 15
45 45 21
15 31 19
4 19 13
13 44 49
48 47 31
29 44 0
4 4 20
18 29 44
1 30 37
18 3 28
10 20 38
9 17 9
26 8 19
32 45 28
10 16 4
33 10 26
45 49 37
3 19 18
47 40 41
37 35 33
8 31 40
40 7 49
29 24 24
19 39 14
26 5 27
10 17 12
27 23 18
1 26 29
23 41 28
46 24 18
46 43 18
33 16 18
46 20 28
24 15 13
22 11 16
49 1 14
18 6 29
43 37 24
33 31 22
39 39 18
45 38 37
42 32 6
7 40 12
15 26 31
33 10 36
9 18 29
44 24 50
49 17 49
35 31 6
22 44 44
1 47 5
26 32 29
40 13 6
2 20 47
9 33 50
0 44 4
8 31 31
15 41 13
7 49 44
50 25 6
15 24 32
39 43 37
9 5 39
21 41 45
32 7 11
21 5 1
4 19 30
42 38 3
18 0 28
43 46 14
35 31 33
4 32 37
25 31 17
18 47 47
14 39 22
18 10 11
8 31 5
35 25 45
36 0 11
37 17 16
41 9 10
2 15 9
18 35 11
14 15 33
3 8 21
20 31 42
15 17 29
9 20 4
14 10 10
18 35 24
49 16 7
21 11 29
28 4 23
21 5 41
12 2 10
17 8 16
35 15 24
29 46 9
44 14 31
11 24 5
10 31 39
46 12 1
33 50 20
7 13 27
24 40 19
32 48 44
41 37 0
34 38 39
16 7 26
36 35 43
2 31 8
35 17 45
5 20 10
14 12 18
50 36 27
0 27 5
1 34 23
47 3 27
23 39 45
20 32 8
5 30 47
28 23 5
22 26 22
50 38 6
5 8 38
18 37 47
4 43 21
21 50 50
3 8 23
34 42 40
0 13 30
33 25 14
48 17 5
35 49 36
3 46 16
43 26 10
41 16 34
36 7 37
50 36 7
32 12 23
0 42 26
18 4 40
36 49 40
31 32 39
37 9 26
42 39 14
42 8 2
17 38 0
23 3 37
21 18 41
42 48 28
41 31 47
27 4 24
0 37 5
26 48 36
1 41 6
7 35 16
47 39 27
35 50 48
13 2 7
10 25 16
45 24 30
33 48 5
48 40 49
1 28 1
33 18 17
44 23 25
8 20 2
1 41 49
8 12 49
26 9 35
43 6 6
9 37 19
28 24 2
45 44 49
5 11 37
34 42 36
37 49 32
2 3 12
0 3 21
31 37 8
39 10 45
19 0 5
38 29 44
12 43 33
43 18 10
45 37 42
42 42 25
5 24 41
16 40 10
20 21 20
5 0 14
23 23 26
9 24 5
11 15 39
33 50 50
31 27 40
36 43 24
23 17 22
5 14 25
29 1 16
3 5 43
17 33 38
41 15 39
34 9 20
26 25 40
28 37 21
19 9 1
0 18 13
3 9 24
15 26 36
2 23 49
15 42 26
20 40 20
21 6 43
27 19 50
36 5 4
9 11 47
23 16 8
13 13 17
19 4 27
13 11 39
17 45 3
29 43 16
18 5 0
3 36 45
12 21 20
35 28 28
39 2 41
4 30 0
35 33 32
28 2 2
4 30 44
18 41 18
25 41 30
41 24 19
36 45 18
19 27 40
42 8 12
11 49 44
3 5 41
10 41 46
17 13 0
34 8 15
3 10 43
15 5 18
15 3 27
17 12 9
27 3 21
49 1 27
34 20 11
15 14 49
12 0 18
23 17 46
23 2 4
36 41 36
18 48 40
24 10 10
46 9 16
29 23 6
26 39 27
5 11 13
14 15 1
13 40 9
3 1 34
17 38 28
10 29 21
17 48 37
18 2 21
7 13 37
9 4 14
12 6 28
35 15 25
24 27 43
8 28 49
8 10 47
8 15 12
16 48 47
3 10 15
13 42 6
9 31 4
26 1 48
37 14 43
39 37 14
8 44 29
25 50 30
1 17 15
13 8 7
50 32 20
11 5 34
5 18 40
20 31 5
40 1 45
50 16 44
16 33 5
18 36 14
47 41 28
47 46 24
2 19 28
47 29 4
26 48 47
36 23 48
47 41 22
46 44 26
31 40 43
42 15 40
12 13 18
43 11 15
43 15 10
3 28 22
7 48 29
16 27 32
42 7 38
25 42 0
29 17 38
5 35 48
8 22 16
22 24 37
40 30 8
22 16 14
25 13 32
17 18 5
33 31 2
28 10 29
9 39 41
46 10 10
7 36 23
26 4 6
0 48 17
41 23 7
8 37 34
16 36 15
35 19 25
15 30 36
36 5 24
4 19 4
48 19 32
2 13 49
2 30 12
14 29 42
8 17 20
49 33 9
4 19 35
8 0 20
34 37 12
20 47 39
8 46 36
28 24 2
43 23 29
28 46 17
49 40 39
19 35 15
18 47 27
17 9 36
42 8 8
35 45 27
26 37 7
39 48 24
42 9 15
14 11 13
47 22 22
17 16 48
28 21 8
49 48 32
12 50 0
18 40 31
46 37 49
17 31 21
40 47 29
6 21 36
9 44 38
46 4 20
24 30 40
30 3 14
9 9 20
3 7 14
42 6 28
36 24 21
25 23 45
17 22 29
3 44 24
2 28 10
14 10 38
42 14 26
50 8 12
19 4 10
7 31 4
12 27 46
20 23 7
3 50 5
4 31 48
27 8 14
25 5 25
3 23 22
33 31 12
6 11 11
29 9 15
47 2 3
5 0 9
31 17 20
44 48 3
8 19 14
10 19 47
22 46 29
2 17 34
43 21 45
17 1 16
8 19 13
45 9 40
26 30 29
15 28 49
8 36 36
35 46 35
2 29 35
30 39 41
47 30 24
30 14 15
25 21 20
29 20 47
4 22 47
39 8 18
43 39 28
9 28 36
38 17 0
27 46 26
23 23 38
50 29 2
10 16 7
32 43 20
45 49 20
26 4 26
42 50 49
25 45 39
17 45 11
47 38 17
44 43 12
17 18 35
39 32 36
26 43 41
23 19 18
26 9 39
28 14 46
47 38 11
6 32 37
6 15 5
5 45 50
26 11 27
46 15 45
27 40 21
30 28 31
18 20 23
15 5 31
35 42 29
0 47 28
30 39 40
25 36 27
33 15 2
14 29 34
24 14 8
15 26 17
47 21 13
4 1 37
2 43 3
48 33 40
42 37 27
9 9 45
33 50 3
43 2 35
31 25 14
41 46 45
12 41 13
30 27 42
36 37 46
0 6 47
27 28 22
6 45 21
11 29 6
31 16 49
33 40 37
43 17 50
24 10 45
22 7 8
15 34 42
37 47 9
21 17 42
44 12 29
11 38 34
11 15 47
6 5 32
20 43 28
11 1 33
47 23 12
42 19 14
34 47 29
44 40 23
13 19 12
44 36 1
3 32 1
21 4 29
9 6 4
33 25 40
41 34 25
24 40 30
41 15 38
21 36 49
44 47 34
32 0 50
2 25 31
47 28 31
6 1 5
18 17 50
7 6 14
43 29 13
21 23 50
14 38 10
50 8 1
33 29 50
36 35 50
5 37 1
50 8 20
8 19 9
36 29 27
34 27 44
17 24 2
22 6 35
44 22 43
2 8 41
44 39 1
42 3 5
45 10 3
12 49 35
47 8 50
19 47 17
13 38 46
7 7 13
20 28 25
14 5 46
47 23 22
44 9 17
40 12 28
18 16 8
27 18 33
49 0 41
12 47 34
32 28 21
23 13 24
41 41 2
46 27 38
43 15 44
3 6 49
39 40 35
2 22 43
42 45 33
22 18 2
41 3 24
31 44 43
7 1 15
15 43 20
46 32 25
10 2 26
1 48 8
41 45 44
39 19 30
2 37 20
33 49 34
17 15 8
28 34 24
9 11 20
17 5 40
41 16 43
36 28 16
3 43 13
2 37 25
24 41 42
29 34 2
0 15 38
47 49 1
41 1 6
11 33 23
37 46 36
40 22 14
48 2 35
37 43 37
50 38 8
23 48 39
16 3 49
0 15 9
23 30 17
6 5 43
23 23 43
2 23 47
2 42 49
29 29 7
9 39 7
38 32 33
44 32 46
43 8 50
15 45 2
29 31 18
18 37 50
28 35 14
48 47 27
25 26 28
1 48 41
42 34 43
28 48 8
48 37 37
14 19 29
30 17 38
18 42 44
40 43 31
5 38 14
5 9 16
13 7 26
6 24 41
7 32 19
33 2 4
3 18 33
15 26 18
23 33 0
41 14 22
32 12 25
10 8 38
32 22 1
25 8 28
14 0 30
21 0 25
16 11 4
13 7 19
46 38 49
22 40 27
6 10 15
24 16 25
33 22 44
32 5 43
49 37 41
8 11 31
35 33 16
31 6 48
49 40 20
39 5 21
41 27 7
22 6 3
41 42 49
15 15 44
39 39 36
32 28 35
36 4 29
20 14 33
6 20 38
3 14 34
7 46 45
33 18 15
5 26 6
42 26 29
49 38 18
12 12 12
47 49 12
24 26 49
7 20 37
17 33 15
20 29 13
11 39 21
3 38 19
20 50 3
18 33 17
34 21 22
23 16 24
8 13 47
15 44 43
0 42 24
33 18 42
17 49 16
8 20 35
41 9 26
29 12 41
35 45 48
30 3 33
19 20 36
31 37 32
15 37 21
24 41 8
4 23 33
32 22 47
5 21 11
1 26 43
29 25 44
33 29 42
16 35 39
47 2 3
21 27 25
25 31 23
3 32 25
42 18 20
38 50 16
46 39 16
2 7 35
2 8 48
39 49 3
17 5 20
11 1 5
31 10 29
50 20 3
38 10 22
25 38 50
36 3 25
27 33 44
3 14 2
49 13 48
17 27 44
30 2 28
41 44 17
22 40 23
8 4 30
19 40 40
12 35 32
17 19 34
37 18 30
9 49 42
48 2 30
22 2 43
8 43 20
3 3 25
7 35 44
27 0 21
4 41 3
18 31 10
29 6 19
24 45 36
40 17 39
17 33 41
24 34 17
50 11 8
16 32 13
8 26 40
48 20 4
1 9 1
44 31 16
4 16 19
4 32 30
8 22 42
40 12 47
14 28 44
35 28 1
40 25 9
10 41 13
37 6 28
10 38 35
7 33 1
10 41 37
45 11 24
9 45 16
13 32 14
23 10 17
29 42 49
39 27 49
39 44 37
24 29 3
49 36 19
18 39 23
0 31 21
0 2 22
2 4 6
19 11 35
4 28 33
45 15 10
39 10 47
34 39 26
23 31 42
43 31 40
10 27 13
5 47 27
42 39 28
10 32 37
49 8 35
10 21 35
31 47 22
45 26 29
34 19 3
39 41 26
46 16 16
11 15 16
2 4 29
40 45 47
24 0 46
23 48 50
25 4 22
33 3 12
17 27 41
9 50 3
40 12 29
35 9 36
4 35 49
0 1 34
34 25 38
44 4 23
14 18 23
31 48 38
25 30 0
3 32 46
41 10 44
12 30 21
29 6 37
11 20 3
37 25 28
3 40 30
11 14 6
6 28 45
32 3 40
1 48 50
33 21 23
0 10 20
15 41 27
1 2 14
43 0 19
28 4 37
50 17 40
7 19 19
48 9 49
40 10 19
42 11 35
3 49 45
9 41 50
24 28 25
37 49 24
9 48 42
4 45 0
29 4 43
26 27 21
45 17 23
5 45 9
35 23 5
48 12 17
22 33 10
21 26 16
2 4 8
16 41 42
34 42 9
37 35 48
47 5 27
11 4 24
43 35 24
6 40 18
49 15 35
31 47 38
43 23 19
4 35 20
16 40 25
17 27 5
38 38 17
34 27 27
50 20 31
34 4 38
41 20 32
21 10 27
6 18 4
25 50 49
9 36 10
18 29 27
50 26 13
20 7 21
21 30 19
10 40 39
13 43 16
23 9 30
6 5 49
15 22 44
29 10 32
45 10 8
3 0 27
9 32 46
4 11 10
17 50 21
46 7 9
40 35 16
39 16 13
34 40 43
3 50 38
11 37 49
5 28 37
17 0 16
45 0 33
6 4 22
19 17 44
3 26 48
35 46 9
30 4 12
30 4 31
42 29 3
3 16 43
49 34 35
37 40 40
37 35 19
10 22 23
18 19 22
37 11 36
9 14 37
5 49 7
38 33 43
37 0 38
16 41 38
11 44 47
36 44 45
15 39 17
3 4 7
43 31 30
39 50 43
35 13 39
6 45 43
4 22 24
20 14 2
11 15 3
28 14 36
2 29 47
5 4 43
32 6 45
36 10 29
50 5 1
25 14 26
50 26 23
6 18 13
22 25 7
44 23 38
4 18 20
12 19 17
2 39 27
7 17 9
9 12 18
42 7 50
31 14 36
21 38 48
22 3 7
13 17 8
15 45 45
34 19 8
36 38 50
45 41 40
12 12 18
22 29 41
14 31 30
45 33 50
18 6 21
48 19 33
19 32 13
22 6 33
17 13 42
2 31 24
10 31 14
21 44 10
16 34 23
34 39 45
3 32 47
24 4 19
41 10 27
31 27 44
7 10 13
25 22 1
16 27 11
21 6 39
22 35 4
22 39 49
12 6 46
7 35 16
48 39 50
8 27 28
9 11 48
36 5 32
43 18 41
35 14 0
46 28 24
27 7 15
1 22 9
30 44 45
38 5 17
17 3 32
19 6 15
31 42 16
7 19 40
7 47 34
21 6 42
31 27 45
13 25 12
41 8 18
48 26 24
25 31 28
44 2 2
2 39 42
17 20 39
19 18 40
39 14 7
18 15 41
17 8 6
43 31 33
44 39 43
23 15 6
42 47 20
20 43 49
36 24 11
35 16 12
39 34 13
1 39 30
22 29 1
7 20 49
7 16 2
13 10 47
17 50 8
44 30 18
12 42 18
30 2 32
36 14 30
40 2 18
29 2 26
16 29 32
40 13 29
48 34 5
9 42 9
5 26 25
13 25 11
8 40 12
24 46 22
17 44 22
34 43 47
37 35 22
22 20 46
14 29 47
16 3 15
23 22 32
13 39 39
21 19 34
42 12 37
37 5 29
8 44 18
33 23 13
48 18 18
33 44 4
16 19 21
18 18 45
28 8 3
41 35 17
21 34 10
37 31 40
34 30 49
21 36 33
34 34 10
20 50 34
19 18 31
5 28 20
45 36 34
41 30 17
46 10 15
37 38 28
28 5 12
6 37 19
50 47 25
50 47 20
25 24 22
39 37 15
32 11 25
2 28 19
48 4 3
48 47 18
4 9 22
47 36 20
46 18 29
37 0 39
17 11 29
10 30 1
7 35 15
5 49 30
14 16 42
30 7 40
9 0 15
35 21 9
27 21 37
43 29 0
33 7 33
43 42 46
27 28 19
30 48 24
21 21 6
1 40 37
49 24 22
19 36 41
39 7 36
34 11 41
39 10 32
36 30 39
1 49 11
15 38 19
34 49 32
14 38 49
29 44 28
37 44 28
22 12 44
40 20 23
14 47 13
34 4 31
6 26 8
29 35 35
38 3 46
7 47 24
34 26 1
30 38 19
40 18 35
6 35 30
28 1 11
37 16 5
8 35 36
22 26 22
22 50 25
42 48 14
32 36 23
39 17 32
8 12 17
11 43 23
28 5 15
43 10 7
22 46 2
39 43 0
8 42 5
42 24 4
3 42 25
39 12 6
35 32 25
19 4 47
50 19 23
23 21 17
16 5 37
19 16 50
38 16 28
20 17 4
45 19 12
31 27 15
3 13 26
40 38 9
33 6 42
3 30 20
42 48 34
9 10 30
44 6 41
12 40 27
34 48 21
1 1 12
10 40 26
24 19 0
5 49 39
7 28 6
20 31 32
3 48 31
4 21 17
28 11 22
44 48 36
28 11 5
30 49 50
24 47 3
20 13 47
6 27 32
31 43 39
43 2 3
44 39 34
40 42 3
8 14 34
22 38 40
7 5 24
45 30 13
19 5 6
28 46 16
26 16 13
17 20 0
8 44 27
49 11 39
1 14 11
38 50 42
26 7 13
32 16 33
38 26 30
9 22 16
7 31 0
12 44 48
43 19 40
44 7 45
21 39 35
47 7 40
48 29 4
48 48 5
2 28 29
6 18 47
37 16 41
9 11 5
32 26 17
35 40 19
32 20 11
49 11 50
40 23 6
49 16 44
14 23 29
35 40 0
17 4 46
20 24 1
4 9 32
15 19 43
13 12 39
11 48 29
